"protein","feature","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"130","sp|P0CX56|RS18B_YEAST;sp|P0CX55|RS18A_YEAST","sp|P0CX56|RS18B_YEAST;sp|P0CX55|RS18A_YEAST",-1.07,1.81867673980297e-09,3.36e-11,"conditionB-conditionA","YEAST","1","-1"
"131","sp|P19882|HSP60_YEAST","sp|P19882|HSP60_YEAST",-1.22,1.85584638172191e-09,3.56e-11,"conditionB-conditionA","YEAST","1","-1"
"132","sp|P07259|PYR1_YEAST;sp|P03965|CARB_YEAST","sp|P07259|PYR1_YEAST;sp|P03965|CARB_YEAST",-1.37,1.86518647099559e-09,3.61e-11,"conditionB-conditionA","YEAST","1","-1"
"133","sp|P00815|HIS2_YEAST","sp|P00815|HIS2_YEAST",-2.03,1.95061393423397e-09,4.1e-11,"conditionB-conditionA","YEAST","1","-1"
"134","sp|P0ABH7|CISY_ECOLI","sp|P0ABH7|CISY_ECOLI",2.37,2.26284670379383e-09,6.22e-11,"conditionB-conditionA","ECOLI","1","2"
"135","sp|P41940|MPG1_YEAST","sp|P41940|MPG1_YEAST",-1.28,2.2815658046304e-09,6.36e-11,"conditionB-conditionA","YEAST","1","-1"
"136","sp|P10081|IF4A_YEAST","sp|P10081|IF4A_YEAST",-1.14,2.2916270133566e-09,6.44e-11,"conditionB-conditionA","YEAST","1","-1"
"137","sp|P0AG55|RL6_ECOLI","sp|P0AG55|RL6_ECOLI",3.06,2.29573156972948e-09,7.51e-15,"conditionB-conditionA","ECOLI","1","2"
"138","sp|Q02753|RL21A_YEAST","sp|Q02753|RL21A_YEAST",-1.02,2.34693551861073e-09,6.87e-11,"conditionB-conditionA","YEAST","1","-1"
"139","sp|P36008|EF1G2_YEAST","sp|P36008|EF1G2_YEAST",-1.28,2.37436779363854e-09,7.09e-11,"conditionB-conditionA","YEAST","1","-1"
"140","sp|P0AE08|AHPC_ECOLI","sp|P0AE08|AHPC_ECOLI",1.74,2.45477651658237e-09,7.78e-11,"conditionB-conditionA","ECOLI","1","2"
"141","sp|P29509|TRXB1_YEAST;sp|P38816|TRXB2_YEAST","sp|P29509|TRXB1_YEAST;sp|P38816|TRXB2_YEAST",-1.17,2.54632347744747e-09,8.6e-11,"conditionB-conditionA","YEAST","1","-1"
"142","sp|P38061|RL32_YEAST","sp|P38061|RL32_YEAST",-1.37,2.66792694164958e-09,9.76e-11,"conditionB-conditionA","YEAST","1","-1"
"143","sp|P34760|TSA1_YEAST;sp|Q04120|TSA2_YEAST","sp|P34760|TSA1_YEAST;sp|Q04120|TSA2_YEAST",-1.05,2.72042461651052e-09,1.03e-10,"conditionB-conditionA","YEAST","1","-1"
"144","sp|P10659|METK1_YEAST","sp|P10659|METK1_YEAST",-1.46,2.7797990869566e-09,1.09e-10,"conditionB-conditionA","YEAST","1","-1"
"145","sp|P53221|RL26B_YEAST","sp|P53221|RL26B_YEAST",-1.46,2.80283644532747e-09,1.11e-10,"conditionB-conditionA","YEAST","1","-1"
"146","sp|P0AB71|ALF_ECOLI","sp|P0AB71|ALF_ECOLI",2.7,2.81204057275551e-09,1.12e-10,"conditionB-conditionA","ECOLI","1","2"
"147","sp|P05750|RS3_YEAST","sp|P05750|RS3_YEAST",-1.01,3.02981141425025e-09,1.39e-10,"conditionB-conditionA","YEAST","1","-1"
"148","sp|P38972|PUR4_YEAST","sp|P38972|PUR4_YEAST",-1.32,3.16867239848646e-09,1.57e-10,"conditionB-conditionA","YEAST","1","-1"
"149","sp|P22137|CLH_YEAST","sp|P22137|CLH_YEAST",-1.94,3.29505454563207e-09,1.75e-10,"conditionB-conditionA","YEAST","1","-1"
"150","sp|P27616|PUR7_YEAST","sp|P27616|PUR7_YEAST",-1.17,3.53489302316054e-09,2.12e-10,"conditionB-conditionA","YEAST","1","-1"
"151","sp|P0A836|SUCC_ECOLI","sp|P0A836|SUCC_ECOLI",2.28,3.74496782464797e-09,4.95e-11,"conditionB-conditionA","ECOLI","1","2"
"152","sp|P04912|H2A2_YEAST;sp|P04911|H2A1_YEAST","sp|P04912|H2A2_YEAST;sp|P04911|H2A1_YEAST",-1.23,3.83524481815462e-09,2.64e-10,"conditionB-conditionA","YEAST","1","-1"
"153","sp|P64581|YQJD_ECOLI","sp|P64581|YQJD_ECOLI",1.3,3.8419035973636e-09,2.65e-10,"conditionB-conditionA","ECOLI","1","2"
"154","sp|P46654|RSSA2_YEAST;sp|P32905|RSSA1_YEAST","sp|P46654|RSSA2_YEAST;sp|P32905|RSSA1_YEAST",-1.16,3.85584070307568e-09,2.68e-10,"conditionB-conditionA","YEAST","1","-1"
"155","sp|P0ACF0|DBHA_ECOLI","sp|P0ACF0|DBHA_ECOLI",1.94,4.04714173619311e-09,3.04e-10,"conditionB-conditionA","ECOLI","1","2"
"156","sp|P25694|CDC48_YEAST","sp|P25694|CDC48_YEAST",-1.12,4.22518018414895e-09,3.39e-10,"conditionB-conditionA","YEAST","1","-1"
"157","sp|P02413|RL15_ECOLI","sp|P02413|RL15_ECOLI",2.71,4.34777934285403e-09,3.66e-10,"conditionB-conditionA","ECOLI","1","2"
"158","sp|P00360|G3P1_YEAST","sp|P00360|G3P1_YEAST",-1.11,4.64386722673917e-09,4.37e-10,"conditionB-conditionA","YEAST","1","-1"
"159","sp|P02309|H4_YEAST","sp|P02309|H4_YEAST",-0.989,4.91543733102823e-09,5.08e-10,"conditionB-conditionA","YEAST","1","-1"
"160","sp|P0A7W1|RS5_ECOLI","sp|P0A7W1|RS5_ECOLI",2.36,5.0327231092059e-09,1.93e-12,"conditionB-conditionA","ECOLI","1","2"
"161","sp|P08200|IDH_ECOLI","sp|P08200|IDH_ECOLI",2.52,5.51313351056663e-09,6.85e-10,"conditionB-conditionA","ECOLI","1","2"
"162","sp|P07170|KAD2_YEAST","sp|P07170|KAD2_YEAST",-1.3,5.51883227944032e-09,6.87e-10,"conditionB-conditionA","YEAST","1","-1"
"163","sp|P00942|TPIS_YEAST","sp|P00942|TPIS_YEAST",-1.1,5.96972312485807e-09,8.38e-10,"conditionB-conditionA","YEAST","1","-1"
"164","sp|P22803|TRX2_YEAST","sp|P22803|TRX2_YEAST",-1.2,6.00914920174099e-09,8.52e-10,"conditionB-conditionA","YEAST","1","-1"
"165","sp|P0A825|GLYA_ECOLI","sp|P0A825|GLYA_ECOLI",3.42,6.11631875214683e-09,8.9e-10,"conditionB-conditionA","ECOLI","1","2"
"166","sp|P14540|ALF_YEAST","sp|P14540|ALF_YEAST",-0.882,6.21029721480692e-09,9.24e-10,"conditionB-conditionA","YEAST","1","-1"
"167","sp|P60723|RL4_ECOLI","sp|P60723|RL4_ECOLI",2,6.57648682047002e-09,4.31e-11,"conditionB-conditionA","ECOLI","1","2"
"168","sp|P24000|RL24B_YEAST","sp|P24000|RL24B_YEAST",-1.22,6.63223816819542e-09,1.1e-09,"conditionB-conditionA","YEAST","1","-1"
"169","sp|P0CX44|RL1B_YEAST;sp|P0CX43|RL1A_YEAST","sp|P0CX44|RL1B_YEAST;sp|P0CX43|RL1A_YEAST",-1.08,7.34217029119378e-09,1.42e-09,"conditionB-conditionA","YEAST","1","-1"
"170","sp|P38715|GRE3_YEAST","sp|P38715|GRE3_YEAST",-1.76,7.39634830855012e-09,1.44e-09,"conditionB-conditionA","YEAST","1","-1"
"171","sp|P16861|PFKA1_YEAST","sp|P16861|PFKA1_YEAST",-1.3,7.61384323993498e-09,1.55e-09,"conditionB-conditionA","YEAST","1","-1"
"172","sp|P39939|RS26B_YEAST;sp|P39938|RS26A_YEAST","sp|P39939|RS26B_YEAST;sp|P39938|RS26A_YEAST",-1.01,7.68660417980722e-09,1.59e-09,"conditionB-conditionA","YEAST","1","-1"
"173","sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST","sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST",-1.01,7.78175475740754e-09,1.64e-09,"conditionB-conditionA","YEAST","1","-1"
"174","sp|P10080|SSBP1_YEAST","sp|P10080|SSBP1_YEAST",-1.18,7.90077667150859e-09,1.7e-09,"conditionB-conditionA","YEAST","1","-1"
"175","sp|P21954|IDHP_YEAST;sp|P53982|IDHH_YEAST","sp|P21954|IDHP_YEAST;sp|P53982|IDHH_YEAST",-1.45,9.0438195710024e-09,2.39e-09,"conditionB-conditionA","YEAST","1","-1"
"176","sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST","sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST",-1.11,9.36166791387572e-09,2.6e-09,"conditionB-conditionA","YEAST","1","-1"
"177","sp|P32324|EF2_YEAST","sp|P32324|EF2_YEAST",-1.15,1.01537114102503e-08,3.18e-09,"conditionB-conditionA","YEAST","1","-1"
"178","sp|P07245|C1TC_YEAST;sp|P09440|C1TM_YEAST","sp|P07245|C1TC_YEAST;sp|P09440|C1TM_YEAST",-1.38,1.06485532023351e-08,3.58e-09,"conditionB-conditionA","YEAST","1","-1"
"179","sp|Q04304|YMY0_YEAST","sp|Q04304|YMY0_YEAST",-0.979,1.09382408711778e-08,2.03e-10,"conditionB-conditionA","YEAST","1","-1"
"180","sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST","sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST",-1.12,1.18546967298501e-08,4.67e-09,"conditionB-conditionA","YEAST","1","-1"
"181","sp|P0A7S9|RS13_ECOLI","sp|P0A7S9|RS13_ECOLI",1.83,1.27863267994207e-08,3.2e-10,"conditionB-conditionA","ECOLI","1","2"
"182","sp|P0C2H9|RL31B_YEAST","sp|P0C2H9|RL31B_YEAST",-0.831,1.29645821228038e-08,5.79e-09,"conditionB-conditionA","YEAST","1","-1"
"183","sp|P05317|RLA0_YEAST","sp|P05317|RLA0_YEAST",-1.08,1.37258992793187e-08,6.63e-09,"conditionB-conditionA","YEAST","1","-1"
"184","sp|P0AC38|ASPA_ECOLI","sp|P0AC38|ASPA_ECOLI",2.04,1.41250845420608e-08,7.09e-09,"conditionB-conditionA","ECOLI","1","2"
"185","sp|P00445|SODC_YEAST","sp|P00445|SODC_YEAST",-0.949,1.46567637792979e-08,7.73e-09,"conditionB-conditionA","YEAST","1","-1"
"186","sp|Q08245|ZEO1_YEAST","sp|Q08245|ZEO1_YEAST",-0.986,1.5535206952512e-08,8.86e-09,"conditionB-conditionA","YEAST","1","-1"
"187","sp|P15019|TAL1_YEAST","sp|P15019|TAL1_YEAST",-0.724,1.58749556325199e-08,9.31e-09,"conditionB-conditionA","YEAST","1","-1"
"188","sp|P09938|RIR2_YEAST","sp|P09938|RIR2_YEAST",-1.15,1.60887534357504e-08,9.6e-09,"conditionB-conditionA","YEAST","1","-1"
"189","sp|P0CX54|RL12B_YEAST;sp|P0CX53|RL12A_YEAST","sp|P0CX54|RL12B_YEAST;sp|P0CX53|RL12A_YEAST",-1.25,1.64722565826338e-08,1.01e-08,"conditionB-conditionA","YEAST","1","-1"
"190","sp|P0ABT2|DPS_ECOLI","sp|P0ABT2|DPS_ECOLI",2.04,1.83344393466383e-08,1.64e-11,"conditionB-conditionA","ECOLI","1","2"
"191","sp|Q04894|ADH6_YEAST","sp|Q04894|ADH6_YEAST",-2.56,1.87749903912972e-08,4.15e-09,"conditionB-conditionA","YEAST","1","-1"
"192","sp|P07260|IF4E_YEAST","sp|P07260|IF4E_YEAST",-1.49,1.91065644303428e-08,1.44e-08,"conditionB-conditionA","YEAST","1","-1"
"193","sp|Q00055|GPD1_YEAST","sp|Q00055|GPD1_YEAST",-1.27,2.12070562014441e-08,1.83e-08,"conditionB-conditionA","YEAST","1","-1"
"194","sp|P62399|RL5_ECOLI","sp|P62399|RL5_ECOLI",2.62,2.23640130778517e-08,6.45e-09,"conditionB-conditionA","ECOLI","1","2"
"195","sp|P00817|IPYR_YEAST","sp|P00817|IPYR_YEAST",-1.09,2.31177558544206e-08,2.23e-08,"conditionB-conditionA","YEAST","1","-1"
"196","sp|P28241|IDH2_YEAST","sp|P28241|IDH2_YEAST",-0.996,2.32549463358888e-08,2.26e-08,"conditionB-conditionA","YEAST","1","-1"
"197","sp|P49626|RL4B_YEAST","sp|P49626|RL4B_YEAST",-0.911,2.47332450998772e-08,2.07e-09,"conditionB-conditionA","YEAST","1","-1"
"198","sp|P53912|YNN4_YEAST","sp|P53912|YNN4_YEAST",-1.36,2.69208223605042e-08,3.13e-08,"conditionB-conditionA","YEAST","1","-1"
"199","sp|P0A6N4|EFP_ECOLI","sp|P0A6N4|EFP_ECOLI",2.37,2.78673506044107e-08,3.38e-08,"conditionB-conditionA","ECOLI","1","2"
"200","sp|P04840|VDAC1_YEAST","sp|P04840|VDAC1_YEAST",-1.1,2.79375503202361e-08,3.4e-08,"conditionB-conditionA","YEAST","1","-1"
"201","sp|P38791|DHYS_YEAST","sp|P38791|DHYS_YEAST",-1.63,2.90213434947183e-08,3.69e-08,"conditionB-conditionA","YEAST","1","-1"
"202","sp|P32589|HSP7F_YEAST;sp|P32590|HSP79_YEAST","sp|P32589|HSP7F_YEAST;sp|P32590|HSP79_YEAST",-1.41,2.97681295774857e-08,3.9e-08,"conditionB-conditionA","YEAST","1","-1"
"203","sp|P0A6P9|ENO_ECOLI","sp|P0A6P9|ENO_ECOLI",2.7,3.04677619973081e-08,4.1e-08,"conditionB-conditionA","ECOLI","1","2"
"204","sp|P35691|TCTP_YEAST","sp|P35691|TCTP_YEAST",-1.37,3.27633165946207e-08,4.81e-08,"conditionB-conditionA","YEAST","1","-1"
"205","sp|P02925|RBSB_ECOLI","sp|P02925|RBSB_ECOLI",2.45,3.41239771733538e-08,5.25e-08,"conditionB-conditionA","ECOLI","1","2"
"206","sp|P0A862|TPX_ECOLI","sp|P0A862|TPX_ECOLI",2.33,3.48015178561893e-08,1.9e-08,"conditionB-conditionA","ECOLI","1","2"
"207","sp|P00924|ENO1_YEAST","sp|P00924|ENO1_YEAST",-1.05,3.50307619359129e-08,5.55e-08,"conditionB-conditionA","YEAST","1","-1"
"208","sp|P05755|RS9B_YEAST;sp|O13516|RS9A_YEAST","sp|P05755|RS9B_YEAST;sp|O13516|RS9A_YEAST",-1.24,3.78888668949633e-08,6.59e-08,"conditionB-conditionA","YEAST","1","-1"
"209","sp|P28007|GAR1_YEAST","sp|P28007|GAR1_YEAST",-0.847,3.79376636419304e-08,2.33e-08,"conditionB-conditionA","YEAST","1","-1"
"210","sp|P38011|GBLP_YEAST","sp|P38011|GBLP_YEAST",-1.1,4.05482539937496e-08,7.62e-08,"conditionB-conditionA","YEAST","1","-1"
"211","sp|P05694|METE_YEAST","sp|P05694|METE_YEAST",-1.79,4.34035824152342e-08,8.81e-08,"conditionB-conditionA","YEAST","1","-1"
"212","sp|P17106|CBF1_YEAST","sp|P17106|CBF1_YEAST",-0.888,4.432250128242e-08,2.18e-09,"conditionB-conditionA","YEAST","1","-1"
"213","sp|Q3E792|RS25A_YEAST;sp|P0C0T4|RS25B_YEAST","sp|Q3E792|RS25A_YEAST;sp|P0C0T4|RS25B_YEAST",-0.895,4.45866853719047e-08,9.32e-08,"conditionB-conditionA","YEAST","1","-1"
"214","sp|P04801|SYTC_YEAST","sp|P04801|SYTC_YEAST",-2.54,4.78063530143688e-08,1.08e-07,"conditionB-conditionA","YEAST","1","-1"
"215","sp|P87262|RL34A_YEAST;sp|P40525|RL34B_YEAST","sp|P87262|RL34A_YEAST;sp|P40525|RL34B_YEAST",-1.46,4.88740752490468e-08,4.62e-11,"conditionB-conditionA","YEAST","1","-1"
"216","sp|P05748|RL15A_YEAST;sp|P54780|RL15B_YEAST","sp|P05748|RL15A_YEAST;sp|P54780|RL15B_YEAST",-1.12,4.91201280786966e-08,1.14e-07,"conditionB-conditionA","YEAST","1","-1"
"217","sp|P0ACF4|DBHB_ECOLI","sp|P0ACF4|DBHB_ECOLI",2.44,4.9184693888395e-08,1.28e-08,"conditionB-conditionA","ECOLI","1","2"
"218","sp|P53184|PNC1_YEAST","sp|P53184|PNC1_YEAST",-1.89,5.00268563082193e-08,1.18e-07,"conditionB-conditionA","YEAST","1","-1"
"219","sp|P09394|GLPQ_ECOLI","sp|P09394|GLPQ_ECOLI",4.52,5.01160931513162e-08,3.11e-09,"conditionB-conditionA","ECOLI","1","2"
"220","sp|P61714|RISB_ECOLI","sp|P61714|RISB_ECOLI",1.37,5.18416635364888e-08,5.65e-10,"conditionB-conditionA","ECOLI","1","2"
"221","sp|Q3E7Z5|YI002_YEAST","sp|Q3E7Z5|YI002_YEAST",-1.1,5.63992151939065e-08,7.38e-10,"conditionB-conditionA","YEAST","1","-1"
"222","sp|P22203|VATE_YEAST","sp|P22203|VATE_YEAST",-1.73,5.84395177533971e-08,1.64e-07,"conditionB-conditionA","YEAST","1","-1"
"223","sp|Q01855|RS15_YEAST","sp|Q01855|RS15_YEAST",-1.33,5.89044966018906e-08,1.67e-07,"conditionB-conditionA","YEAST","1","-1"
"224","sp|P39954|SAHH_YEAST","sp|P39954|SAHH_YEAST",-1.18,6.50715140128897e-08,2.05e-07,"conditionB-conditionA","YEAST","1","-1"
"225","sp|P0CT04|IPB2_YEAST","sp|P0CT04|IPB2_YEAST",-2.26,6.72973003852353e-08,2.82e-08,"conditionB-conditionA","YEAST","1","-1"
"226","sp|P49090|ASNS2_YEAST","sp|P49090|ASNS2_YEAST",-1.38,6.79878866967443e-08,2.24e-07,"conditionB-conditionA","YEAST","1","-1"
"227","sp|Q03161|YMY9_YEAST","sp|Q03161|YMY9_YEAST",-1.34,6.83496808062074e-08,2.26e-07,"conditionB-conditionA","YEAST","1","-1"
"228","sp|P36010|NDK_YEAST","sp|P36010|NDK_YEAST",-1.57,7.14033504177448e-08,2.47e-07,"conditionB-conditionA","YEAST","1","-1"
"229","sp|P0AFG6|ODO2_ECOLI","sp|P0AFG6|ODO2_ECOLI",2.04,7.42919741582557e-08,2.68e-07,"conditionB-conditionA","ECOLI","1","2"
"230","sp|P0AG48|RL21_ECOLI","sp|P0AG48|RL21_ECOLI",1.53,7.93327210775222e-08,4.83e-13,"conditionB-conditionA","ECOLI","1","2"
"231","sp|P15454|KGUA_YEAST","sp|P15454|KGUA_YEAST",-1.31,7.95407080722694e-08,3.07e-07,"conditionB-conditionA","YEAST","1","-1"
"232","sp|P0AC41|SDHA_ECOLI","sp|P0AC41|SDHA_ECOLI",1.78,8.48299072266551e-08,3.33e-10,"conditionB-conditionA","ECOLI","1","2"
"233","sp|P09373|PFLB_ECOLI;sp|P68066|GRCA_ECOLI;sp|P42632|TDCE_ECOLI","sp|P09373|PFLB_ECOLI;sp|P68066|GRCA_ECOLI;sp|P42632|TDCE_ECOLI",3.46,8.69957113034869e-08,3.67e-07,"conditionB-conditionA","ECOLI","1","2"
"234","sp|P06787|CALM_YEAST","sp|P06787|CALM_YEAST",-1.88,9.00434084078812e-08,3.92e-07,"conditionB-conditionA","YEAST","1","-1"
"235","sp|Q06205|FKBP4_YEAST","sp|Q06205|FKBP4_YEAST",1.78,9.07388516574933e-08,5.76e-08,"conditionB-conditionA","YEAST","1","-1"
"236","sp|P40185|MMF1_YEAST","sp|P40185|MMF1_YEAST",-1.05,9.22771264863211e-08,4.11e-07,"conditionB-conditionA","YEAST","1","-1"
"237","sp|P33333|PLSC_YEAST","sp|P33333|PLSC_YEAST",-1.11,9.29213494338381e-08,1.74e-07,"conditionB-conditionA","YEAST","1","-1"
"238","sp|P41057|RS29A_YEAST","sp|P41057|RS29A_YEAST",-0.935,9.74014049640213e-08,4.57e-07,"conditionB-conditionA","YEAST","1","-1"
"239","sp|Q01939|PRS8_YEAST","sp|Q01939|PRS8_YEAST",-1.2,1.02820195375003e-07,6.49e-10,"conditionB-conditionA","YEAST","1","-1"
"240","sp|P43588|RPN11_YEAST","sp|P43588|RPN11_YEAST",-1.02,1.0723855990513e-07,8.56e-08,"conditionB-conditionA","YEAST","1","-1"
"241","sp|P00350|6PGD_ECOLI","sp|P00350|6PGD_ECOLI",0.864,1.08417756551071e-07,5.61e-07,"conditionB-conditionA","ECOLI","1","2"
"242","sp|P49723|RIR4_YEAST","sp|P49723|RIR4_YEAST",-1.11,1.10000777523442e-07,5.77e-07,"conditionB-conditionA","YEAST","1","-1"
"243","sp|P0AGE9|SUCD_ECOLI","sp|P0AGE9|SUCD_ECOLI",1.79,1.13399284801388e-07,6.11e-07,"conditionB-conditionA","ECOLI","1","2"
"244","sp|P07213|TOM70_YEAST","sp|P07213|TOM70_YEAST",-1.14,1.19628075461013e-07,6.76e-07,"conditionB-conditionA","YEAST","1","-1"
"245","sp|P22217|TRX1_YEAST","sp|P22217|TRX1_YEAST",-1.42,1.27013273982324e-07,7.58e-07,"conditionB-conditionA","YEAST","1","-1"
"246","sp|P0A7V0|RS2_ECOLI","sp|P0A7V0|RS2_ECOLI",2.89,1.39041013019891e-07,8.97e-07,"conditionB-conditionA","ECOLI","1","2"
"247","sp|P32449|AROG_YEAST","sp|P32449|AROG_YEAST",-2,1.3968659181115e-07,9.05e-07,"conditionB-conditionA","YEAST","1","-1"
"248","sp|P0AFH8|OSMY_ECOLI","sp|P0AFH8|OSMY_ECOLI",2.02,1.41837850578004e-07,4.23e-07,"conditionB-conditionA","ECOLI","1","2"
"249","sp|Q04773|YMW4_YEAST","sp|Q04773|YMW4_YEAST",-0.948,1.43468965554119e-07,4.33e-07,"conditionB-conditionA","YEAST","1","-1"
"250","sp|P0CX28|RL44B_YEAST;sp|P0CX27|RL44A_YEAST","sp|P0CX28|RL44B_YEAST;sp|P0CX27|RL44A_YEAST",-0.863,1.48225982855919e-07,1.01e-06,"conditionB-conditionA","YEAST","1","-1"
"251","sp|P32835|GSP1_YEAST;sp|P32836|GSP2_YEAST","sp|P32835|GSP1_YEAST;sp|P32836|GSP2_YEAST",-1.07,1.54088632549935e-07,1.08e-06,"conditionB-conditionA","YEAST","1","-1"
"252","sp|P39015|STM1_YEAST","sp|P39015|STM1_YEAST",-1.22,1.5510230566706e-07,1.1e-06,"conditionB-conditionA","YEAST","1","-1"
"253","sp|P05749|RL22A_YEAST;sp|P56628|RL22B_YEAST","sp|P05749|RL22A_YEAST;sp|P56628|RL22B_YEAST",-0.935,1.56640099924374e-07,1.11e-06,"conditionB-conditionA","YEAST","1","-1"
"254","sp|P26784|RL16A_YEAST","sp|P26784|RL16A_YEAST",-1.01,1.57390016386627e-07,1.12e-06,"conditionB-conditionA","YEAST","1","-1"
"255","sp|P32473|ODPB_YEAST","sp|P32473|ODPB_YEAST",-1.74,1.63103279608138e-07,1.2e-06,"conditionB-conditionA","YEAST","1","-1"
"256","sp|P05739|RL6B_YEAST","sp|P05739|RL6B_YEAST",-1.25,1.63360069242416e-07,1.2e-06,"conditionB-conditionA","YEAST","1","-1"
"257","sp|P06105|SC160_YEAST","sp|P06105|SC160_YEAST",-2.07,1.68005122019497e-07,1.26e-06,"conditionB-conditionA","YEAST","1","-1"
"258","sp|P10622|RLA3_YEAST","sp|P10622|RLA3_YEAST",-1.02,1.73163318316367e-07,6.31e-07,"conditionB-conditionA","YEAST","1","-1"
"259","sp|P0CX42|RL23B_YEAST;sp|P0CX41|RL23A_YEAST","sp|P0CX42|RL23B_YEAST;sp|P0CX41|RL23A_YEAST",-1.31,1.73369947650432e-07,1.33e-06,"conditionB-conditionA","YEAST","1","-1"
"260","sp|Q05506|SYRC_YEAST","sp|Q05506|SYRC_YEAST",-1.4,1.73604942010127e-07,1.34e-06,"conditionB-conditionA","YEAST","1","-1"
"261","sp|P15108|HSC82_YEAST","sp|P15108|HSC82_YEAST",-0.641,1.79294478325511e-07,1.41e-06,"conditionB-conditionA","YEAST","1","-1"
"262","sp|P0A7J3|RL10_ECOLI","sp|P0A7J3|RL10_ECOLI",2.16,1.79709797511698e-07,1.42e-06,"conditionB-conditionA","ECOLI","1","2"
"263","sp|P31116|DHOM_YEAST","sp|P31116|DHOM_YEAST",-0.987,1.84695951392287e-07,1.49e-06,"conditionB-conditionA","YEAST","1","-1"
"264","sp|P41805|RL10_YEAST","sp|P41805|RL10_YEAST",-1.05,1.9150967445441e-07,1.58e-06,"conditionB-conditionA","YEAST","1","-1"
"265","sp|P07284|SYSC_YEAST","sp|P07284|SYSC_YEAST",-1.68,1.93342980673902e-07,1.61e-06,"conditionB-conditionA","YEAST","1","-1"
"266","sp|P80210|PURA_YEAST","sp|P80210|PURA_YEAST",-1.24,1.98646297167122e-07,1.69e-06,"conditionB-conditionA","YEAST","1","-1"
"267","sp|P40510|SER33_YEAST;sp|P40054|SERA_YEAST","sp|P40510|SER33_YEAST;sp|P40054|SERA_YEAST",-1.29,2.04324105123498e-07,3.29e-08,"conditionB-conditionA","YEAST","1","-1"
"268","sp|P77674|ABDH_ECOLI","sp|P77674|ABDH_ECOLI",3.48,2.0979979911741e-07,6.6e-09,"conditionB-conditionA","ECOLI","1","2"
"269","sp|P22146|GAS1_YEAST","sp|P22146|GAS1_YEAST",-1.5,2.16590729930636e-07,1.96e-06,"conditionB-conditionA","YEAST","1","-1"
"270","sp|P05756|RS13_YEAST","sp|P05756|RS13_YEAST",-0.727,2.31232697692692e-07,2.2e-06,"conditionB-conditionA","YEAST","1","-1"
"271","sp|P53691|PPID_YEAST","sp|P53691|PPID_YEAST",-1.22,2.44636192042014e-07,2.43e-06,"conditionB-conditionA","YEAST","1","-1"
"272","sp|P04456|RL25_YEAST","sp|P04456|RL25_YEAST",-1,2.46963336541347e-07,2.47e-06,"conditionB-conditionA","YEAST","1","-1"
"273","sp|P25087|ERG6_YEAST","sp|P25087|ERG6_YEAST",-2.08,2.50283744357539e-07,2.52e-06,"conditionB-conditionA","YEAST","1","-1"
"274","sp|P77581|ASTC_ECOLI","sp|P77581|ASTC_ECOLI",1.98,2.54675443342477e-07,2.6e-06,"conditionB-conditionA","ECOLI","1","2"
"275","sp|P53252|PIL1_YEAST","sp|P53252|PIL1_YEAST",-1.4,2.61353194906504e-07,2.72e-06,"conditionB-conditionA","YEAST","1","-1"
"276","sp|P0AA25|THIO_ECOLI","sp|P0AA25|THIO_ECOLI",2.3,3.09956892525039e-07,1.89e-06,"conditionB-conditionA","ECOLI","1","2"
"277","sp|P00729|CBPY_YEAST","sp|P00729|CBPY_YEAST",-2.13,3.26814152854727e-07,4e-06,"conditionB-conditionA","YEAST","1","-1"
"278","sp|P38968|SEC31_YEAST","sp|P38968|SEC31_YEAST",-1.85,3.48358033933161e-07,2.34e-06,"conditionB-conditionA","YEAST","1","-1"
"279","sp|Q03048|COFI_YEAST","sp|Q03048|COFI_YEAST",-1.53,3.52826956486018e-07,4.55e-06,"conditionB-conditionA","YEAST","1","-1"
"280","sp|P17536|TPM1_YEAST","sp|P17536|TPM1_YEAST",-1.23,3.85781631004614e-07,5.26e-06,"conditionB-conditionA","YEAST","1","-1"
"281","sp|P39676|FHP_YEAST","sp|P39676|FHP_YEAST",-1.49,3.94059383533846e-07,5.45e-06,"conditionB-conditionA","YEAST","1","-1"
"282","sp|P32288|GLNA_YEAST","sp|P32288|GLNA_YEAST",-2.67,3.9518473946768e-07,5.47e-06,"conditionB-conditionA","YEAST","1","-1"
"283","sp|P0A7T7|RS18_ECOLI","sp|P0A7T7|RS18_ECOLI",0.898,3.97471991910249e-07,2.96e-06,"conditionB-conditionA","ECOLI","1","2"
"284","sp|Q15154|PCM1_HUMAN","sp|Q15154|PCM1_HUMAN",-0.99,4.06084614962246e-07,6.05e-07,"conditionB-conditionA","HUMAN","0","0"
"285","sp|P31412|VATC_YEAST","sp|P31412|VATC_YEAST",-1.28,4.11768137291947e-07,5.84e-06,"conditionB-conditionA","YEAST","1","-1"
